Id,Simplified,Traditional,HSK,HSK 5（二）词语搭配,English,Img,Txt,Pinyin,Explanation,Example,Example Explanation,Translation,Book,Lesson,Dialog,NW,PN,OofC,Alternative,Grammar Reference,Song Lyrics,Song YouTube,Song Pinyin,Song Translation,Example Pinyin,Length,Character Phrase,Instagram Image Created
108,坐,坐,1,,to sit,TRUE,FALSE,zuò,坐，就是 to sit。,他不得不坐起来喘气。,也就是说，他不得不坐起来喘口气。,He had to sit up to catch his breath.,1,10,3,12,,,,,,,,,tā bùdébù zuò qilai chuǎnqì,1,,
109,现在,現在,1,,now,TRUE,FALSE,xiàn zài,现在，就是 now。,现在你们要补学英语,也就是说，你现在要补习英语。,You're to make-up study on English now.,1,11,1,1,,,,,,,,,xiànzài nǐmen yào bǔ xué Yīngyǔ,2,,
110,点,點,1,,o'clock,TRUE,FALSE,diǎn,点，就是 o'clock。,2 点整。,也就是说，现在是两点钟。,It's two o' clock sharp.,1,11,1,2,,,,1.11.1,,,,,2 diǎn zhěng,1,,
111,分,分,1,,minute,TRUE,FALSE,fēn,分，就是分钟。,时间是下午6 点50 分。,也就是说，时间是下午6:50。,The time was 6:50 p.m.,1,11,1,3,,,,1.11.1,,,,,shíjiān shì xiàwǔ6 diǎn50 fēn,1,,
112,中午,中午,1,,noon,TRUE,FALSE,zhōng wǔ,中午，就是正午。,将近中午时我们把工作做完了。,也就是说，中午前我们完成了工作。,We were through with the work towards noon.,1,11,1,4,,,,,,,,,jiāngjìn zhōngwǔ shí wǒmen bǎ gōngzuò zuòwán le,2,,
113,吃饭,吃飯,1,,to eat a meal,TRUE,FALSE,chī fàn,吃饭，就是 to eat a meal。,今天我们去哪里吃饭？,也就是问，今天我们在哪里吃饭？,Where shall we eat today?,1,11,1,5,,,,,,,,,jīntiān wǒmen qù nǎlǐ chīfàn,2,,
114,时候,時候,1,,"time, moment",TRUE,FALSE,shí hou,时候，就是时间，时刻。,我很抱歉在这个时候打扰你。,也就是说，很抱歉在这个时候打扰你。,I'm sorry to obtrude on you at such a time.,1,11,2,6,,,,,,,,,wǒ hěn bàoqiàn zài zhège shíhou dǎrǎo nǐ,2,,
115,回,回,1,,to go back,TRUE,FALSE,huí,回，就是回去。,我会工作三年然后再回学校。,也就是说，我会工作三年，然后回到学校。,I will work for three years and then go back to school.,1,11,2,7,,,,,,,,,wǒ huì gōngzuò sān nián ránhòu zài huí xuéxiào,1,,Yes
116,我们,我們,1,,"we, us",TRUE,FALSE,wǒ men,我们，就是 we。,我们组织了一个学习小组。,也就是说，我们组成了一个研究小组。,We formed a study group.,1,11,2,8,,,,,,,,,wǒmen zǔzhī le yī gè xuéxí xiǎozǔ,2,,
117,电影,電影,1,,movie,TRUE,FALSE,diàn yǐng,电影，就是 movie。,今晚要发行一部新电影。,也就是说，今晚将上映一部新电影。,A new movie is to be released tonight.,1,11,2,9,,,,,,,,,jīnwǎn yào fāxíng yī bù xīn diànyǐng,2,,
118,住,住,1,,to live (at),TRUE,FALSE,zhù,住，就是生活。,我住上面的套间。,也就是说，我住在上面的公寓里。,I live in the flat above.,1,11,3,10,,,,,,,,,wǒ zhù shàngmian de tàojiān,1,,
119,前,前,1,,before,TRUE,FALSE,qián,前，就是之前。,飞机起飞前务必系好安全带。,也就是说，飞机起飞前一定要系紧安全带。,Make sure you are firm1y strapped in before the plane takes off.,1,11,3,11,,,,1.11.3,,,,,fēijī qǐfēi qián wùbì xì hǎo ānquándài,1,,
120,北京,北京,1,,Beijing,TRUE,FALSE,běi jīng,北京，就是 Beijing。,我国首都是北京。,也就是说，我国的首都是北京。,The capital of our country is Beijing.,1,11,3,,1,,,,,,,,wǒguó shǒudū shì Běijīng,2,,Yes
121,天气,天氣,1,,weather,TRUE,TRUE,tiān qì,天气，就是 weather。,二月下半月天气越来越冷。,也就是说，二月的最后几周，气温会更冷。,During the last weeks of February the severity of the weather increased.,1,12,1,1,,,,,,,,,Èryuè xià bànyuè tiānqì yuèláiyuè lěng,2,,
122,怎么样,怎麼樣,1,,how is,TRUE,FALSE,zěn me yàng,怎么样，就是怎么样？。,你工作情况怎么样？,也就是问，你的工作怎么样？,How's your work going?,1,12,1,2,,,,1.12.1,,,,,nǐ gōngzuò qíngkuàng zěnmeyàng,3,,
123,太,太,1,,"too, excessively",TRUE,FALSE,tài,太，就是太过分了。,但他真的不太想学习。,也就是说，但他真的不想学习。,but he didn't really want to study.,1,12,1,3,,,太……了,1.12.3,,,,,dàn tā zhēn de bù tài xiǎng xuéxí,1,,
124,热,熱,1,,hot,TRUE,FALSE,rè,热，就是热的。,我不适合住在佛罗里达。那里太热了。,也就是说，我不适合住在佛罗里达。天太热了。,I wasn't cut out for living in Florida. It was too hot.,1,12,1,4,,,,,,,,,wǒ bù shìhé zhù zài Fúluólǐdá nàli tài rè le,1,,
125,冷,冷,1,,cold,TRUE,FALSE,lěng,冷，就是寒冷的。,夏天不热，冬天不冷。,"It is neither hot in summer, nor cold in winter.","It is neither hot in summer, nor cold in winter.",1,12,1,5,,,,,,,,,xiàtiān bù rè dōngtiān bù lěng,1,,
126,下雨,下雨,1,,to rain,TRUE,FALSE,xià yǔ,下雨，就是 to rain。,今天下午很可能要下雨。,也就是说，今天下午总要下雨。,"It'll rain this afternoon, as like as not.",1,12,2,6,,,,,,,,,jīntiān xiàwǔ hěn kěnéng yào xiàyǔ,2,,
127,小姐,小姐,1,,"miss, young lady",TRUE,FALSE,xiǎo jie,小姐，就是 miss。,可以请谭小姐听电话吗？,也就是问，我可以和谭小姐通话吗？,"May I speak to Miss Tan, please?",1,12,2,7,,,,,,,,,kěyǐ qǐng tán xiǎojie tīng diànhuà ma,2,,
128,来,來,1,,to come,TRUE,FALSE,lái,来，就是即将到来。,街头艺人也到这儿来卖唱。,也就是说，民谣歌手来这里唱歌。,Ballad-singers come and chant here.,1,12,2,8,,,,,,,,,jiētóu yìrén yě dào zhèr lái mài chàng,1,,
129,雨,雨,1,,rain,TRUE,FALSE,yǔ,雨，就是 rain。,云预示有雨。,也就是说，乌云预示着要下雨。,The clouds threaten rain.,1,12,2,,,,,,,,,,yún yùshì yǒu yǔ,1,,
130,下,下,1,,to fall,TRUE,FALSE,xià,下，就是坠落。,下大雪,也就是“大雪纷飞”。,a heavy fall of snow,1,12,2,,,,,,,,,,xià Dàxuě,1,,
131,身体,身體,2,,body,FALSE,FALSE,shēn tǐ,,,,,1,12,3,9,,HSK 2,,,,,,,,2,,
132,爱,愛,1,,"to like, to love",TRUE,FALSE,ài,爱，就是喜欢，爱。,我爱读鲁迅的讽刺杂文。,也就是说，我喜欢鲁迅的讽刺文章。,I like Lu Xun's satirical essays.,1,12,3,10,,,,,爱还留在我房间,https://youtu.be/TCHIjWQQpc0?t=100,ài hái liú zài wǒ fángjiān ,Love is still in my room,wǒ ài dú Lǔ Xùn de fěngcì záwén,1,,
133,些,些,1,,"measure word, some, a few",TRUE,FALSE,xiē,些，就是测量单词，一些。,想开些，到头来总会好的。,也就是说，振作起来。最后一切都会好起来的。,Cheer up. It'll all come right in the end.,1,12,3,11,,,,,,,,,xiǎngkāi xiē dàotóulái zǒng huì hǎo de,1,,
134,水果,水果,1,,fruit,TRUE,FALSE,shuǐ guǒ,水果，就是 fruit。,这是水果淡季。,也就是说，这是水果的淡季。,It is an off season for fruit.,1,12,3,12,,,,,,,,,zhè shì shuǐguǒ dànjì,2,,
135,水,水,1,,water,TRUE,FALSE,shuǐ,水，就是 water。,把手指伸进水里看有多热。,也就是说，把你的手指放进水里看看有多热。,Put your finger in the water to see how hot it is.,1,12,3,13,,,,,,,,,bǎ shǒuzhǐ shēn jìn Shuǐlǐ kàn yǒu duō rè,1,,Yes
136,喂,餵,1,,"hello, hey",TRUE,FALSE,wèi,喂，就是你好，嘿。,喂！有人吗？,也就是问，你好！有人在吗？,Hello ! Is anybody there ?,1,13,1,1,,,,1.13.1,,,,,wèi yǒurén ma,1,,
137,也,也,2,,"also, too",FALSE,FALSE,yě,,,,,1,13,1,2,,HSK 2,,,,,,,,1,,
138,学习,學習,1,,"to study, to learn",TRUE,FALSE,xué xí,学习，就是 to study。,这几个女孩擅长学习语言。,也就是说，这些女孩擅长学习语言。,These girls are good at learning languages.,1,13,1,3,,,学,,,,,,zhè jǐge nǚhái shàncháng xuéxí yǔyán,2,,Yes
139,大卫,大衛,1,,David,TRUE,FALSE,dà wèi,大卫，就是 David。,我们给这婴儿取名大卫。,也就是说，我们叫宝宝大卫。,We' ll call the baby David.,1,13,1,,1,,,,,,,,wǒmen gěi zhè yīng'ér qǔmíng Dàwèi,2,,
140,上午,上午,1,,"morning, before noon",TRUE,FALSE,shàng wǔ,上午，就是早上，中午之前。,今天上午有邮件吗？,也就是问，今天早上有邮件吗？,Is there any mail this morning?,1,13,2,4,,,,,,,,,jīntiān shàngwǔ yǒu yóujiàn ma,2,,
141,睡觉,睡覺,1,,to sleep,TRUE,FALSE,shuì jiào,睡觉，就是 to sleep。,你睡觉说梦话吗？,也就是问，你睡觉时说话吗？,Do you ever talk in your sleep?,1,13,2,5,,,,,一觉睡到自然醒过来,https://youtu.be/jUb1XQzNiCI?t=56,,,nǐ shuìjiào shuō mènghuà ma,2,,
142,电视,電視,1,,television,TRUE,FALSE,diàn shì,电视，就是 television。,电视机还未能取代收音机。,也就是说，电视还没有取代收音机。,Television has not yet replaced radio.,1,13,2,6,,,,,,,,,diànshìjī hái wèinéng qǔdài shōuyīnjī,2,,Yes
143,喜欢,喜歡,1,,to like,TRUE,FALSE,xǐ huan,喜欢，就是 to like。,海龟喜欢曝于阳光中。,也就是说，海龟喜欢晒太阳。,Turtles like to bask in the sun.,1,13,2,7,,,,,,,,,hǎiguī xǐhuan pù yú yángguāng zhōng,2,,
144,给,給,2,,to someone,FALSE,FALSE,gěi,,,,,1,13,3,8,,HSK 2,,,,,,,,1,,
145,打电话,打電話,1,,to make a phone call,TRUE,FALSE,dǎ diàn huà,打电话，就是打个电话。,我无法打电话，我们的电话坏了。,也就是说，我打不了电话，因为我们的电话坏了。,"I can't make a call, as our phone is out of order.",1,13,3,9,,,,,,,,,wǒ wúfǎ dǎdiànhuà wǒmen de diànhuà huàile,3,,
146,吧,吧,2,,particle for suggestion,FALSE,FALSE,ba,,,,,1,13,3,10,,HSK 2,,1.13.4,,,,,,1,,
147,东西,東西,1,,"thing, stuff",TRUE,FALSE,dōng xi,东西，就是 thing。,他不想吃什么东西。,也就是说，他居然吃任何东西。,He unexpectedly eats any thing.,1,14,1,1,,,,,,,,,tā bùxiǎng chī shénme dōngxi,2,,
148,一点儿,一點兒,1,,"a few, a little",TRUE,TRUE,yī diǎn r,一点儿，就是一些，不多。,他一点儿也不糊涂。,也就是说，他完全清楚。,He was not all confused.,1,14,1,2,,,,,,,,,tā yīdiǎnr yě bù hútu,3,,
149,苹果,蘋果,1,,an apple,TRUE,FALSE,píng guǒ,苹果，就是一个苹果。,请您给我一个苹果好吗？,也就是问，请给我一个苹果好吗？,"Will you give me an apple, please?",1,14,1,3,,,,,,,,,qǐng nín gěi wǒ yī gè píngguǒ hǎo ma,2,,
150,看见,看見,1,,to see,TRUE,FALSE,kàn jiàn,看见，就是去看看。,前几天我在展览会上看见了她。,也就是说，前几天我在展览会上看到她。,I saw her at the exhibition the other day.,1,14,2,4,,,,,,,,,qiánjǐtiān wǒ zài zhǎnlǎnhuì shàng kànjiàn le tā,2,,Yes
151,先生,先生,1,,"Mr, sir",TRUE,FALSE,xiān sheng,先生，就是 Mr。,卡农先生经营皮货。,也就是说，佳能先生经营皮草。,Mr. Canon trades in furs.,1,14,2,5,,,,,,,,,kǎnóng xiānsheng jīngyíng píhuò,2,,
152,开,開,1,,to drive,TRUE,FALSE,kāi,开，就是驾驶。,开车请注意安全。我并不赶时间。,也就是说，请安全驾驶，我不着急。,Please drive safely．I'm not in a hurry．,1,14,2,6,,,,,,,,,kāichē qǐng zhùyì ānquán wǒ bìngbù gǎn shíjiān,1,,
153,车,車,1,,"car, vehicle",TRUE,FALSE,chē,车，就是汽车辆。,我提醒过你不要买那辆旧车。,也就是说，我警告过你不要买那辆旧车。,I warned you not to buy that old car.,1,14,2,7,,,,,,,,,wǒ tíxǐng guò nǐ bùyào mǎi nà liàng jiù chē,1,,
154,回来,回來,1,,to come back,TRUE,FALSE,huí lai,回来，就是 to come back。,我刚从纽约回来。,I've just come back from New York.,I've just come back from New York.,1,14,2,8,,,,,,,,,wǒ gāng cóng Niǔyuē huílai,2,,
155,分钟,分鐘,1,,minute,TRUE,FALSE,fēn zhōng,分钟，就是 minute。,他向窗外看了几分钟。,He look out of the window for a few minute.,He look out of the window for a few minute.,1,14,2,9,,,,,,,,,tā xiàng chuāng wài kàn le jǐ fēnzhōng,2,,
156,后,後,1,,"after, afterwards, later",TRUE,FALSE,hòu,后，就是之后，以后。,做完作业后，她开始看电视。,也就是说，完成学业后，她开始看电视。,"After has been done the school assignment, she begins to see television.",1,14,2,10,,,,1.14.2,,,,,zuòwán zuòyè hòu tā kāishǐ kàn diànshì,1,,
157,张,張,1,,Zhang,TRUE,FALSE,zhāng,张，就是 Zhang。,张先生有一个大包。,也就是说，张先生有一个大袋子。,Mr Zhang has a large bag.,1,14,2,,1,,,,,,,,zhāng xiānsheng yǒu yī gè dà bāo,1,,
158,衣服,衣服,1,,clothes,TRUE,FALSE,yī fu,衣服，就是 clothes。,她把衣服搭配得很好。,也就是说，她的衣服很合身。,She coordinates her clothes well.,1,14,3,11,,,,,,,,,tā bǎ yīfu dāpèi dehěn hǎo,2,,
159,漂亮,漂亮,1,,"beautiful, pretty",TRUE,FALSE,piào liang,漂亮，就是 beautiful。,威尼斯以漂亮的建筑物闻名。,也就是说，威尼斯以其美丽的建筑而闻名。,Venice is celebrated for its beautiful buildings.,1,14,3,12,,,,,,,,,Wēinísī yǐ piàoliang de jiànzhùwù wénmíng,2,,
160,啊,啊,3,,particle,FALSE,FALSE,a,,,,,1,14,3,13,,HSK 3,,1.14.3,,,,,,1,,
161,少,少,1,,"little, few",TRUE,FALSE,shǎo,少，就是 little。,鲸的敌人很少。,也就是说，鲸鱼很少有敌人。,Whales have few enemies.,1,14,3,14,,,不少,,,,,,jīng de dírén hěn shǎo,1,,Yes
162,这些,這些,1,,these,TRUE,FALSE,zhè xiē,这些，就是 these。,我们稍后会详细讨论这些问题。,也就是说，稍后我们将详细讨论其中的一些问题。,We’ll discuss some of these issues in detail a bit later.,1,14,3,15,,,,,,,,,wǒmen shāohòu huì xiángxì tǎolùn zhèxiē wèntí,2,,
163,都,都,1,,"both, all",TRUE,FALSE,dōu,都，就是两个，全部。,每一个学生都有机会学习。,也就是说，每个学生都有学习的机会。,Every student has an opportunity to study.,1,14,3,16,,,,1.14.4,,,,,měiyī gè xuésheng dōu yǒu jīhuì xuéxí,1,,
164,认识,認識,1,,"to meet, to know someone",TRUE,FALSE,rèn shi,认识，就是见面，认识某人。,你很有可能会认识一个好朋友。,也就是说，你要去见一个好朋友，这是有凭有据的。,It is in the cards that you are going to meet a good friend.,1,15,1,1,,,,,,,,,nǐ hěn yǒukěnéng huì rènshi yī gè hǎopéngyou,2,,
165,年,年,1,,year,TRUE,FALSE,nián,年，就是 year。,那儿的年降雨量平均每年为三百毫米。,也就是说，那里的年降雨量平均为300毫米。,The rainfall there averages 300 mm a year.,1,15,1,2,,,,1.15.2,,,,,nàr de nián jiàngyǔliàng píngjūn měinián wéi sān bǎi háomǐ,1,,
166,大学,大學,1,,university,TRUE,FALSE,dà xué,大学，就是 university。,1980年高考后，他进了北京大学。,也就是说，1980年高考结束后，他进入了北京大学。,"After the college entrance examination in 1980, he enrolled himself in Beijing University.",1,15,1,3,,,,,,,,,1980 nián gāokǎo hòu tā jìn le Běijīng Dàxué,2,,
167,饭店,飯店,1,,hotel,TRUE,FALSE,fàn diàn,饭店，就是酒店。,饭店面临大海。,也就是说，这家旅馆面向大海。,The hotel fronts the sea.,1,15,2,4,,,,,,,,,fàndiàn miànlín dàhǎi,2,,
168,出租车,出租車,1,,taxi,TRUE,FALSE,chū zū chē,出租车，就是 taxi。,出租车！到国际贸易大厦。,也就是说，出租车！国际贸易大厦。,"Taxi! International Trade Tower, please.",1,15,2,5,,,,,,,,,chūzūchē dào guójìmàoyì dàshà,3,,
169,一起,一起,2,,together,FALSE,FALSE,yī qǐ,,,,,1,15,2,6,,HSK 2,,,,,,,,2,,
170,高兴,高興,1,,happy,TRUE,FALSE,gāo xìng,高兴，就是幸福的。,我很高兴有机会到你校参观。,也就是说，我很高兴有机会参观你的学校。,I'm very happy to have a chance to visit your school.,1,15,3,7,,,,,,,,,wǒ hěn gāoxìng yǒu jīhuì dào nǐ jiào cānguān,2,,
171,听,聽,1,,to listen,TRUE,FALSE,tīng,听，就是 to listen。,请大家仔细地听。,也就是说，现在仔细听每个人说。,Now listen carefully everybody.,1,15,3,8,,,,,,,,,qǐng dàjiā zǐxì dì tīng,1,,
172,飞机,飛機,1,,airplane,TRUE,FALSE,fēi jī,飞机，就是 airplane。,请留意飞机起飞时间。,也就是说，请注意出发时间。,Please keep an eye on the departure time.,1,15,3,9,,,,,,,,,qǐng liúyì fēijī qǐfēi shíjiān,2,,Yes
173,一,一,1,,one,TRUE,TRUE,yī,一，就是 one。,这真是一个奇迹！,What a miracle!,What a miracle!,1,补充,,,,,,,,,,,zhè zhēnshi yī gè qíjì,1,,
174,九,九,1,,nine,TRUE,FALSE,jiǔ,九，就是 nine。,九减六等于三。,也就是说，如果你从9中减去6，你将得到3。,"If you subtract 6 from 9, you will have 3.",1,补充,,,,,,,,,,,jiǔ jiǎn liù děngyú sān,1,,
175,八,八,1,,eight,TRUE,FALSE,bā,八，就是 eight。,二除八得四。,也就是说，8除以2等于4；2等于8四次。,Eight divided by two is four; 2 goes into 8 four times.,1,补充,,,,,,,,,,,èr chú bā dé sì,1,,
176,四,四,1,,four,TRUE,FALSE,sì,四，就是 four。,二除八得四。,也就是说，8除以2等于4；2等于8四次。,Eight divided by two is four; 2 goes into 8 four times.,1,补充,,,,,,,,,,,èr chú bā dé sì,1,,
177,二,二,1,,two,TRUE,FALSE,èr,二，就是 two。,二除八得四。,也就是说，8除以2等于4；2等于8四次。,Eight divided by two is four; 2 goes into 8 four times.,1,补充,,,,,,,,,,,èr chú bā dé sì,1,,
178,七,七,1,,seven,TRUE,FALSE,qī,七，就是 seven。,七减三得四。,也就是说，从7减去3，得到4。,Subtract 3 from 7 and you have 4.,1,补充,,,,,,,,,,,qī jiǎn sān dé sì,1,,
179,十,十,1,,ten,TRUE,FALSE,shí,十，就是 ten。,十进位法。,也就是说，小数位数以十为单位，如1元等于10角，1角等于10分。,"The decimal scale counts by tens, as in cents, dimes(=ten cents), dollars.",1,补充,,,,,,,,,,,shíjìnwèifǎ,1,,
180,六,六,1,,six,TRUE,FALSE,liù,六，就是 six。,六汽缸引擎,也就是“六缸发动机”。,a six-cylinder engine,1,补充,,,,,,,,,,,liù qìgāng yǐnqíng,1,,
181,三,三,1,,three,TRUE,FALSE,sān,三，就是 three。,三党联合,也就是“三党联盟”。,a three-party coalition,1,补充,,,,,,,,,,,sān dǎng liánhé,1,,
182,五,五,1,,five,TRUE,FALSE,wǔ,五，就是 five。,五位数。,,a five digit number,1,补充,,,,,,,,,,,wǔ wèi shǔ,1,,
183,旅游,旅遊,2,,"to travel, to take a trip",TRUE,FALSE,lǚ yóu,旅游，就是旅行。,我要去北京旅游。,I'm going to Beijing for a tour.,I'm going to Beijing for a tour.,2,1,1,1,,,,,,,,,wǒ yào qù Běijīng lǚyóu,2,,
